name	len	score	pvalue
Bacteria_NZ_CP040586_29_length_8573_cov_241.973116	8573	0.2445315420627594	0.13375254928619987
Bacteria_NZ_CP040586_25_length_18737_cov_242.273044	18737	0.18325522541999817	0.1527305687740766
Bacteria_NZ_CP040586_30_length_3246_cov_967.944845	3246	0.008218124508857727	0.35786313165646955
Bacteria_NZ_CP040586_21_length_37846_cov_242.568786	37846	0.24528977274894714	0.13352594606843418
Bacteria_NZ_CP040586_31_length_1734_cov_967.147707	1734	0.03287700563669205	0.2623121081652693
Bacteria_NZ_CP040586_17_length_62437_cov_244.234571	62437	0.2780056893825531	0.1252549286199864
Bacteria_NZ_CP040586_26_length_18092_cov_249.174142	18092	0.19294670224189758	0.14908603368834505
Bacteria_NZ_CP040586_32_length_1732_cov_253.028026	1732	0.00040333220385946333	0.5707190875443765
Bacteria_NZ_CP040586_13_length_78315_cov_242.718732	78315	0.5102419853210449	0.057122894478434924
Bacteria_NZ_CP040586_22_length_33706_cov_242.744376	33706	0.3466506600379944	0.10859959211420803
Bacteria_NZ_CP040586_33_length_1726_cov_1434.563734	1726	0.9811193943023682	0.009158546718030063
Bacteria_NZ_CP040586_27_length_14600_cov_239.680028	14600	0.271888792514801	0.12667119873102198
Bacteria_NZ_CP040586_5_length_132244_cov_243.160702	132244	0.6691900491714478	0.035671123196616056
Bacteria_NZ_CP040586_9_length_116990_cov_244.106563	116990	0.4015083312988281	0.09623083314449732
Bacteria_NZ_CP040586_34_length_1686_cov_702.799510	1686	0.9937378168106079	0.006590376916685551
Bacteria_NZ_CP040586_23_length_26667_cov_245.103600	26667	0.25937768816947937	0.12984364377974167
Bacteria_NZ_CP040586_28_length_14110_cov_255.875987	14110	0.9359146952629089	0.015069113981418535
Bacteria_NZ_CP040586_18_length_60655_cov_239.226403	60655	0.2624964714050293	0.12888058010423747
Bacteria_NZ_CP040586_35_length_1642_cov_1354.429112	1642	0.16809120774269104	0.1578857919782461
Bacteria_NZ_CP040586_37_length_1497_cov_723.298197	1497	0.12265554815530777	0.1773925523075761
Bacteria_NZ_CP040586_14_length_75045_cov_243.445153	75045	0.4186244010925293	0.09215197522471485
Bacteria_NZ_CP040586_24_length_19990_cov_242.662603	19990	0.292636901140213	0.1212138379031649
Bacteria_NZ_CP040586_36_length_1549_cov_964.349398	1549	0.40685662627220154	0.09453130901125463
Bacteria_NZ_CP040586_19_length_60639_cov_267.967978	60639	0.3278260827064514	0.11290505325175618
Bacteria_NZ_CP040586_6_length_131399_cov_242.628814	131399	0.3607368767261505	0.10557821587733213
