"","name","length","score","pvalue"
"1","Bacteria_NZ_CP030047_1_length_1368538_cov_20.202233",1368538,0.0187415749769524,0.627698277952947
"2","Bacteria_NZ_CP030047_2_length_951071_cov_20.433586",951071,0.0123596990003765,0.693184574339074
"3","Bacteria_NZ_CP030047_3_length_802127_cov_20.338310",802127,0.0092699748905468,0.737327188940092
"4","Bacteria_NZ_CP030047_4_length_643709_cov_19.871560",643709,0.012805773328021,0.688333737569731
"5","Bacteria_NZ_CP030047_5_length_518993_cov_20.316300",518993,0.00813224565384043,0.755032743148193
"6","Bacteria_NZ_CP030047_6_length_445074_cov_20.091470",445074,0.0101839010421335,0.722895949551298
"7","Bacteria_NZ_CP030047_7_length_383055_cov_20.174462",383055,0.0201299471442135,0.614479747756488
"8","Bacteria_NZ_CP030047_8_length_373885_cov_20.866094",373885,0.00959634295508564,0.730172204705312
"9","Bacteria_NZ_CP030047_9_length_363407_cov_19.969294",363407,0.01034953373317,0.720470531166626
"10","Bacteria_NZ_CP030047_10_length_361822_cov_20.172465",361822,0.0106061079781171,0.716347319912685
"11","Bacteria_NZ_CP030047_11_length_358912_cov_20.826591",358912,0.0106352445183739,0.715740965316517
"12","Bacteria_NZ_CP030047_12_length_352219_cov_20.462029",352219,0.0125206032778341,0.691608052389037
"13","Bacteria_NZ_CP030047_13_length_294216_cov_20.249013",294216,0.010895084818939,0.711375212224109
"14","Bacteria_NZ_CP030047_14_length_289496_cov_19.815911",289496,0.00695423288222867,0.775527528498666
"15","Bacteria_NZ_CP030047_15_length_286447_cov_20.473774",286447,0.0196070547176953,0.618602959010429
"16","Bacteria_NZ_CP030047_16_length_261759_cov_20.207001",261759,0.0711172862488379,0.39291777831676
"17","Bacteria_NZ_CP030047_17_length_215781_cov_20.062088",215781,0.0314489704319555,0.535774921173902
"18","Bacteria_NZ_CP030047_18_length_200196_cov_20.350348",200196,0.0159206282076154,0.653892796507398
"19","Bacteria_NZ_CP030047_19_length_154632_cov_19.586601",154632,0.0116232076010295,0.702764976958525
"20","Bacteria_NZ_CP030047_20_length_136749_cov_20.097107",136749,0.0392760586341189,0.493451370361387
"21","Bacteria_NZ_CP030047_21_length_91941_cov_19.457839",91941,0.064353877622662,0.407591559544021
"22","Bacteria_NZ_CP030047_22_length_80691_cov_21.978781",80691,0.00664977809266987,0.782076158137279
"23","Bacteria_NZ_CP030047_23_length_74842_cov_20.461417",74842,0.0628028094548057,0.411714770797963
"24","Bacteria_NZ_CP030047_24_length_62423_cov_19.955474",62423,0.0709521886697743,0.393524132912927
"25","Bacteria_NZ_CP030047_25_length_51723_cov_19.933847",51723,0.00902445821492753,0.740722774678632
"26","Bacteria_NZ_CP030047_26_length_47525_cov_20.732399",47525,0.00902542331257781,0.740722774678632
"27","Bacteria_NZ_CP030047_27_length_43682_cov_19.641781",43682,0.0267315707484746,0.566213921901528
"28","Bacteria_NZ_CP030047_28_length_5612_cov_19.862156",5612,0.00161599727784292,0.913412563667233
"29","Bacteria_NZ_CP030047_29_length_2746_cov_60.500929",2746,0.162567891645263,0.432654362817395
"30","Bacteria_NZ_CP030047_30_length_2241_cov_24.374657",2241,0.0544584540844595,0.669868856379798
"31","Bacteria_NZ_CP030047_31_length_1666_cov_42.693358",1666,0.178539635271195,0.409694263961414
"32","Bacteria_NZ_CP030047_32_length_1051_cov_19.629518",1051,0.0716777780599804,0.613186112329095
"33","Bacteria_NZ_CP040094_1_length_416780_cov_145.042328",416780,0.0541973299009879,0.43984962406015
"34","Bacteria_NZ_CP040094_2_length_372814_cov_157.241735",372814,0.0584380884748984,0.424812030075188
"35","Bacteria_NZ_CP040094_3_length_354158_cov_124.462120",354158,0.0608442785667999,0.418869755032743
"36","Bacteria_NZ_CP040094_4_length_263910_cov_98.819223",263910,0.118363309522422,0.30693669658016
"37","Bacteria_NZ_CP040094_5_length_240727_cov_116.133917",240727,0.069433837624995,0.3963133640553
"38","Bacteria_NZ_CP040094_6_length_215264_cov_101.499798",215264,0.0379380107059069,0.498908561726898
"39","Bacteria_NZ_CP040094_7_length_210648_cov_119.829178",210648,0.0621978865304914,0.413776376424933
"40","Bacteria_NZ_CP040094_8_length_192877_cov_136.970190",192877,0.0785685205303431,0.378486538927965
"41","Bacteria_NZ_CP040094_9_length_182100_cov_101.106474",182100,0.0398271064452748,0.491874848411351
"42","Bacteria_NZ_CP040094_10_length_167923_cov_112.498183",167923,0.0573228819887218,0.428813970409896
"43","Bacteria_NZ_CP040094_11_length_167106_cov_130.332030",167106,0.0386034563972307,0.495876788746059
"44","Bacteria_NZ_CP040094_12_length_148426_cov_97.168692",148426,0.0964532553516314,0.342105263157895
"45","Bacteria_NZ_CP040094_13_length_147132_cov_96.764375",147132,0.0577439663969324,0.427358719379093
"46","Bacteria_NZ_CP040094_14_length_142119_cov_126.958125",142119,0.0518424663920036,0.447125879214164
"47","Bacteria_NZ_CP040094_15_length_133770_cov_147.848185",133770,0.0910856571133085,0.351564394858113
"48","Bacteria_NZ_CP040094_16_length_128041_cov_98.120787",128041,0.0853976362271993,0.363448944943003
"49","Bacteria_NZ_CP040094_17_length_126962_cov_99.281387",126962,0.0973749955564741,0.340407470288625
"50","Bacteria_NZ_CP040094_18_length_121614_cov_159.216167",121614,0.0372352309860181,0.504001940334708
"51","Bacteria_NZ_CP040094_19_length_120594_cov_100.245000",120594,0.090104788106394,0.354111084162018
"52","Bacteria_NZ_CP040094_20_length_116060_cov_99.287496",116060,0.111380028252166,0.317244724715013
"53","Bacteria_NZ_CP040094_21_length_109851_cov_131.982850",109851,0.0486587444771951,0.456948823672083
"54","Bacteria_NZ_CP040094_22_length_109528_cov_133.622272",109528,0.0790933288555373,0.377273829735629
"55","Bacteria_NZ_CP040094_23_length_107882_cov_131.421518",107882,0.0835313037329321,0.36745088527771
"56","Bacteria_NZ_CP040094_24_length_106335_cov_96.934691",106335,0.0562951261826525,0.432088285229202
"57","Bacteria_NZ_CP040094_25_length_103001_cov_141.199376",103001,0.0960098021671858,0.342590346834829
"58","Bacteria_NZ_CP040094_26_length_102010_cov_172.750753",102010,0.0378600680487811,0.499757458161533
"59","Bacteria_NZ_CP040094_27_length_100658_cov_162.625478",100658,0.0521427889670992,0.445913170021829
"60","Bacteria_NZ_CP040094_28_length_89328_cov_96.804387",89328,0.0637200440619423,0.408804268736357
"61","Bacteria_NZ_CP040094_29_length_88626_cov_95.557541",88626,0.0537224611117961,0.441062333252486
"62","Bacteria_NZ_CP040094_30_length_87689_cov_117.205799",87689,0.153405266783769,0.264976958525346
"63","Bacteria_NZ_CP040094_31_length_87170_cov_101.258348",87170,0.182377612954078,0.23793354353626
"64","Bacteria_NZ_CP040094_32_length_86779_cov_140.626378",86779,0.132072706287041,0.288018433179723
"65","Bacteria_NZ_CP040094_33_length_86300_cov_108.097571",86300,0.293531539664656,0.164685908319185
"66","Bacteria_NZ_CP040094_34_length_86031_cov_100.491474",86031,0.0954250871615672,0.343681785107931
"67","Bacteria_NZ_CP040094_35_length_80692_cov_195.126096",80692,0.090712931936359,0.352413291292748
"68","Bacteria_NZ_CP040094_36_length_78682_cov_104.058402",78682,0.102437955779884,0.330827067669173
"69","Bacteria_NZ_CP040094_37_length_76410_cov_101.500963",76410,0.098575676125903,0.338467135580888
"70","Bacteria_NZ_CP040094_38_length_76360_cov_98.420929",76360,0.0411603350402827,0.486296386126607
"71","Bacteria_NZ_CP040094_39_length_73394_cov_96.411132",73394,0.0603791793160065,0.420082464225079
"72","Bacteria_NZ_CP040094_40_length_71581_cov_105.237075",71581,0.0789145576519405,0.377758913412564
"73","Bacteria_NZ_CP040094_41_length_70229_cov_194.288982",70229,0.0494983142387862,0.454159592529711
"74","Bacteria_NZ_CP040094_42_length_66992_cov_96.873000",66992,0.0371542518184207,0.504729565850109
"75","Bacteria_NZ_CP040094_43_length_64018_cov_96.575849",64018,0.0879931785567222,0.358476837254426
"76","Bacteria_NZ_CP040094_44_length_62577_cov_218.979159",62577,0.0380593749591983,0.49830220713073
"77","Bacteria_NZ_CP040094_45_length_57440_cov_180.006117",57440,0.0937933146294965,0.34634974533107
"78","Bacteria_NZ_CP040094_46_length_56921_cov_99.800918",56921,0.172798255445808,0.247271404317245
"79","Bacteria_NZ_CP040094_47_length_55383_cov_146.915088",55383,0.13371582225549,0.286320640310454
"80","Bacteria_NZ_CP040094_48_length_53955_cov_150.834341",53955,0.0513614739318331,0.448459859325734
"81","Bacteria_NZ_CP040094_49_length_53903_cov_96.395502",53903,0.0219334429326058,0.59992723744846
"82","Bacteria_NZ_CP040094_50_length_53415_cov_222.651649",53415,0.0250041910845661,0.575309240844046
"83","Bacteria_NZ_CP040094_51_length_48527_cov_255.114870",48527,0.244900219110808,0.191971865146738
"84","Bacteria_NZ_CP040094_52_length_47500_cov_115.065571",47500,0.108524502562316,0.320761581372787
"85","Bacteria_NZ_CP040094_53_length_47334_cov_172.431016",47334,0.0697648829517318,0.395585738539898
"86","Bacteria_NZ_CP040094_54_length_46942_cov_179.668949",46942,0.017554954999743,0.638733931603202
"87","Bacteria_NZ_CP040094_55_length_46618_cov_179.324034",46618,0.0622563160918259,0.4136551055057
"88","Bacteria_NZ_CP040094_56_length_41725_cov_166.987689",41725,0.0393759452050753,0.49320882852292
"89","Bacteria_NZ_CP040094_57_length_40311_cov_125.362902",40311,0.163776630966766,0.257215619694397
"90","Bacteria_NZ_CP040094_58_length_39781_cov_192.177214",39781,0.0906962538261711,0.352413291292748
"91","Bacteria_NZ_CP040094_59_length_38858_cov_97.107672",38858,0.264373045457742,0.181663837011885
"92","Bacteria_NZ_CP040094_60_length_37214_cov_198.300116",37214,0.021000836002636,0.60671840892554
"93","Bacteria_NZ_CP040094_61_length_34870_cov_375.998449",34870,0.119977718767029,0.304753820033956
"94","Bacteria_NZ_CP040094_62_length_34748_cov_98.607471",34748,0.0326518155774182,0.529590104292991
"95","Bacteria_NZ_CP040094_63_length_34557_cov_97.552374",34557,0.0985122487113316,0.338467135580888
"96","Bacteria_NZ_CP040094_64_length_34412_cov_94.847862",34412,0.079641058129192,0.37593984962406
"97","Bacteria_NZ_CP040094_65_length_32276_cov_121.065920",32276,0.0536912538460961,0.441426146010187
"98","Bacteria_NZ_CP040094_66_length_31723_cov_95.639447",31723,0.241860972661955,0.19306330341984
"99","Bacteria_NZ_CP040094_67_length_31397_cov_197.137260",31397,0.141871052510039,0.27734659228717
"100","Bacteria_NZ_CP040094_68_length_30719_cov_96.375848",30719,0.0844505800671524,0.365146737812273
"101","Bacteria_NZ_CP040094_69_length_27030_cov_240.190695",27030,0.0290444093571248,0.54996361872423
"102","Bacteria_NZ_CP040094_70_length_26384_cov_97.021611",26384,0.0588514917975886,0.423599320882852
"103","Bacteria_NZ_CP040094_71_length_26266_cov_107.848651",26266,0.110530141794741,0.318336162988115
"104","Bacteria_NZ_CP040094_72_length_25919_cov_252.610230",25919,0.203557740939966,0.221198156682028
"105","Bacteria_NZ_CP040094_73_length_25667_cov_95.998165",25667,0.0823231326140856,0.370118845500849
"106","Bacteria_NZ_CP040094_74_length_25436_cov_219.902171",25436,0.221571758942138,0.205918020858598
"107","Bacteria_NZ_CP040094_75_length_23534_cov_101.210571",23534,0.119615551082643,0.305360174630124
"108","Bacteria_NZ_CP040094_76_length_22991_cov_266.196591",22991,0.0859238759414919,0.362114964831433
"109","Bacteria_NZ_CP040094_77_length_22160_cov_271.149740",22160,0.416451007979023,0.114479747756488
"110","Bacteria_NZ_CP040094_78_length_21675_cov_94.543895",21675,0.235883132465977,0.196095076400679
"111","Bacteria_NZ_CP040094_79_length_21525_cov_96.875268",21525,0.0405484555222029,0.488721804511278
"112","Bacteria_NZ_CP040094_80_length_21337_cov_101.970491",21337,0.164581478201626,0.256124181421295
"113","Bacteria_NZ_CP040094_81_length_21219_cov_97.602722",21219,0.216563285454624,0.209798690274072
"114","Bacteria_NZ_CP040094_82_length_19229_cov_95.607854",19229,0.141244903389264,0.278195488721804
"115","Bacteria_NZ_CP040094_83_length_18186_cov_114.982020",18186,0.0492626439727164,0.454887218045113
"116","Bacteria_NZ_CP040094_84_length_17483_cov_97.716433",17483,0.301278805115013,0.161047780742178
"117","Bacteria_NZ_CP040094_85_length_17039_cov_93.611634",17039,0.110768563802754,0.318093621149648
"118","Bacteria_NZ_CP040094_86_length_16978_cov_143.799031",16978,0.0517491953263651,0.447610962891099
"119","Bacteria_NZ_CP040094_87_length_16082_cov_96.175891",16082,0.0221348166388763,0.598593257336891
"120","Bacteria_NZ_CP040094_88_length_15702_cov_234.504825",15702,0.561240720605875,0.0744603444094106
"121","Bacteria_NZ_CP040094_89_length_14783_cov_399.951725",14783,0.130964129396239,0.290322580645161
"122","Bacteria_NZ_CP040094_90_length_14552_cov_99.831965",14552,0.1044556216694,0.328037836526801
"123","Bacteria_NZ_CP040094_91_length_13253_cov_98.601909",13253,0.0388544298965004,0.49490662139219
"124","Bacteria_NZ_CP040094_92_length_12995_cov_97.330371",12995,0.0594430075641301,0.422629153528984
"125","Bacteria_NZ_CP040094_93_length_11830_cov_119.579448",11830,0.342840603641008,0.141159349987873
"126","Bacteria_NZ_CP040094_94_length_11235_cov_97.773166",11235,0.216248856623148,0.21040504487024
"127","Bacteria_NZ_CP040094_95_length_10798_cov_461.090943",10798,0.0886707830895648,0.35690031530439
"128","Bacteria_NZ_CP040094_96_length_10550_cov_209.330538",10550,0.539597712783976,0.0790686393402862
"129","Bacteria_NZ_CP040094_97_length_10338_cov_100.492561",10338,0.0279349833729857,0.558331312151346
"130","Bacteria_NZ_CP040094_98_length_9411_cov_101.173472",9411,0.01397991346172,0.674872665534805
"131","Bacteria_NZ_CP040094_99_length_9311_cov_96.506482",9311,0.00978847469191127,0.726776618966772
"132","Bacteria_NZ_CP040094_100_length_9007_cov_95.133825",9007,0.174567884886464,0.245694882367208
"133","Bacteria_NZ_CP040094_101_length_8528_cov_98.389708",8528,0.254353450469783,0.187242299296629
"134","Bacteria_NZ_CP040094_102_length_8311_cov_99.723837",8311,0.0350704150342071,0.516492845015765
"135","Bacteria_NZ_CP040094_103_length_7400_cov_621.164329",7400,0.039737778895435,0.492117390249818
"136","Bacteria_NZ_CP040094_104_length_6551_cov_132.323122",6551,0.0201326121294016,0.614479747756488
"137","Bacteria_NZ_CP040094_105_length_6444_cov_97.439192",6444,0.173733657961628,0.246058695124909
"138","Bacteria_NZ_CP040094_106_length_5532_cov_97.473982",5532,0.0225028513135845,0.596652922629153
"139","Bacteria_NZ_CP040094_107_length_5202_cov_92.842238",5202,0.100788921405263,0.333737569730779
"140","Bacteria_NZ_CP040094_108_length_5192_cov_373.510220",5192,0.0723234352366839,0.390492359932088
"141","Bacteria_NZ_CP040094_109_length_4933_cov_96.485445",4933,0.0431652521552671,0.477686150861024
"142","Bacteria_NZ_CP040094_110_length_4296_cov_993.630747",4296,0.155971908972922,0.263036623817609
"143","Bacteria_NZ_CP040094_111_length_4294_cov_99.218212",4294,0.183679434792907,0.237327188940092
"144","Bacteria_NZ_CP040094_112_length_4142_cov_222.391975",4142,0.20332072966606,0.221804511278195
"145","Bacteria_NZ_CP040094_113_length_3794_cov_91.589195",3794,0.0775992774960741,0.380548144554936
"146","Bacteria_NZ_CP040094_114_length_3690_cov_99.183219",3690,0.0282547565389535,0.556027164685908
"147","Bacteria_NZ_CP040094_115_length_3459_cov_101.568155",3459,0.0135370470942215,0.67911714770798
"148","Bacteria_NZ_CP040094_116_length_3409_cov_105.395349",3409,0.251290072955783,0.189061363085132
"149","Bacteria_NZ_CP040094_117_length_3248_cov_163.626683",3248,0.0675829159293043,0.40007276255154
"150","Bacteria_NZ_CP040094_118_length_3199_cov_89.244275",3199,0.171644258794073,0.248362842590347
"151","Bacteria_NZ_CP040094_119_length_2916_cov_194.891996",2916,0.246808220410778,0.329493363096424
"152","Bacteria_NZ_CP040094_120_length_2680_cov_91.786286",2680,0.286946939877017,0.291226531669789
"153","Bacteria_NZ_CP040094_121_length_2468_cov_183.537505",2468,0.524484906870826,0.144656595049229
"154","Bacteria_NZ_CP040094_122_length_2183_cov_189.408365",2183,0.820546702295782,0.0379080798820106
"155","Bacteria_NZ_CP040094_123_length_1578_cov_105.175968",1578,0.873021707448968,0.0234384342488141
"156","Bacteria_NZ_CP040094_124_length_1546_cov_180.734406",1546,0.832509220879538,0.0349583449595408
"157","Bacteria_NZ_CP040094_125_length_1508_cov_190.664143",1508,0.267558121065759,0.30900466377008
"158","Bacteria_NZ_CP040094_126_length_1504_cov_488.003451",1504,0.493639351709398,0.159006656834217
"159","Bacteria_NZ_CP040094_127_length_1437_cov_476.793054",1437,0.519328785013791,0.147088133296129
"160","Bacteria_NZ_CP040094_128_length_1437_cov_93.568741",1437,0.468457449598228,0.170446844979471
"161","Bacteria_NZ_CP040094_129_length_1346_cov_117.831913",1346,0.100620202767536,0.540000797225655
"162","Bacteria_NZ_CP040094_130_length_1211_cov_107.014706",1211,0.0328369945840077,0.762187587196556
"163","Bacteria_NZ_CP040094_131_length_1004_cov_88.634352",1004,0.393083251838653,0.21214174672141
"164","Bacteria_NZ_CP040094_132_length_1003_cov_1550.536920",1003,0.280277489687788,0.296727388687368
"165","Bacteria_NZ_CP041372_1_length_321916_cov_61.852477",321916,0.0876629189790981,0.358961920931361
"166","Bacteria_NZ_CP041372_2_length_290331_cov_61.359041",290331,0.0750782391933126,0.385762794081979
"167","Bacteria_NZ_CP041372_3_length_266566_cov_61.473192",266566,0.0708458207966935,0.393766674751395
"168","Bacteria_NZ_CP041372_4_length_230774_cov_63.322128",230774,0.132900548052001,0.287169536745089
"169","Prophage_NZ_CP041372_5_length_213887_cov_61.337896",213887,0.200766506702751,0.223744845985933
"170","Bacteria_NZ_CP041372_6_length_192657_cov_62.056775",192657,0.165483325072235,0.255032743148193
